管制人員：獨立監察警方處理投訴委員會秘書長會交代本總目下的開支。 二Ｏ一三至一四年度預算,4980,
監察投訴個案的標準回應時間 查詢(%),100,100,100,100
在10天內回應書面查詢(%),100,100,100,100
,100,100,100,100
,100,100,100,100
,100,97,100,100
投訴警察課錄得的須匯報投訴個案數目,2615,2400,2600,
監警會從投訴警察課收到的須匯報投訴個案數目,2840,2600,2800,
經監警會通過後發還投訴警察課的須匯報投訴個案數目,3145,2600,3000,
綱領 處理投訴警方事宜,36.1,37.9,46.7,49.8
    經常開支 000運作開支,35107,37414,46180,47977
    ———————  ———————  ———————  ———————  經常開支總額,35107,37414,46180,47977
    ———————  ———————  ———————  ———————  經營帳目總額,35107,37414,46180,47977
－小型機器、車輛及設備 (整體撥款),982,505,505,1856
    ———————  ———————  ———————  ———————  資助金總額,982,505,505,1856
    ———————  ———————  ———————  ———————  非經營帳目總額,982,505,505,1856
    ———————  ———————  ———————  ———————  開支總額,36089,37919,46685,49833
